ID	Target	Tweet	Veracity
221	CharlieHebdo	BREAKING: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects.	RUMOR
222	CharlieHebdo	"DRAMA?@timesofindia: #charliehebdoattack At least two killed in hostage drama in east of Paris: AFP http://t.co/oYS9TKR6Bf"""	RUMOR
223	CharlieHebdo	BREAKING: Police: Hostage-taker at Paris market is suspect in slaying of policewoman a day earlier.	RUMOR
224	CharlieHebdo	#opsporingverzocht At least two killed in hostage situation at kosher grocery store in Paris  http://t.co/CxDovmbBXZ http://t.co/DbUKEVvB5e	RUMOR
225	CharlieHebdo	AFP reports there are 2 dead, and 5 hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.	RUMOR
226	CharlieHebdo	At least two reported dead in hostage situation at kosher deli in Paris - LIVE UPDATES: http://t.co/Lr5EORfPYX http://t.co/KhF5pTifZA	RUMOR
227	CharlieHebdo	UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in #CharlieHebdo shooting - Reports http://t.co/1Y123fisl2	RUMOR
228	CharlieHebdo	At least 3 people are dead and 5 taken hostage at kosher market near the Porte de Vincennes in Paris: http://t.co/s7lLUf7lJa	RUMOR
229	CharlieHebdo	One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris - police source	RUMOR
230	CharlieHebdo	#BreakingNews At least 2 dead in hostage crisis in kosher grocery in east Paris http://t.co/xWwhj9JRGc	RUMOR
231	CharlieHebdo	UPDATE: Gunman in kosher grocery store demanding release of #CharlieHebdo shooting suspects - Reports #Vincennes http://t.co/LvZrGZOdnk	RUMOR
232	CharlieHebdo	BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source	RUMOR
233	CharlieHebdo	Five hostages are being held at a kosher grocery store in east Paris http://t.co/w8UiYqEqTM http://t.co/UFnpEqXvLi	RUMOR
234	CharlieHebdo	One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source https://t.co/8DHXLlAa8n	RUMOR
235	CharlieHebdo	BREKING NEWS: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris. Reuters	RUMOR
236	CharlieHebdo	"French police official says Kouachi brothers ""said they wanted to die as martyrs;"" standoff continues http://t.co/UQ8szE1G8j"	NON-RUMOR
237	CharlieHebdo	BREAKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris: police source	RUMOR
238	CharlieHebdo	BREAKING: Another shooting and hostage situation is reported in Paris, at least 2 dead http://t.co/Dysuh2lHH3	RUMOR
239	CharlieHebdo	Suspects in Thursday slaying of policewoman and current hostage situation in the East of Paris. AFP http://t.co/sDwgb6GEDw	RUMOR
240	CharlieHebdo	MORE: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects: http://t.co/RHLq7ZcHkE	RUMOR
241	CharlieHebdo	BREKING: One person seriously wounded, six taken hostage in incident at kosher supermarket in Paris. Reuters	RUMOR
242	CharlieHebdo	Police officer at scene of Paris hostage situation tells the BBC two people are confirmed to have died http://t.co/0wLOuy8soe	RUMOR
243	CharlieHebdo	Two people died Friday after a gunfire in a Kosher grocery store in Porte de Vincennes in eastern Paris: http://t.co/wNaWo8sCwR	RUMOR
244	CharlieHebdo	Breaking: Unconfirmed reports of a gunman at the Trocadero near the Eiffel Tower in #Paris. More info when available.	RUMOR
245	CharlieHebdo	.@Reuters: One person seriously wounded, six taken hostage in incident at kosher deli in Paris: police #CharlieHebdo http://t.co/miCMwhg60T	RUMOR
246	CharlieHebdo	Trocadero square in Paris evacuated. Policemen pointing their gun. http://t.co/u6qjxNUibY via @MelodiePeps	NON-RUMOR
247	CharlieHebdo	Hostage-taker at Paris grocery is suspect in fatal shooting of officer; official confirms that shooting linked to newspaper attack - @AP	RUMOR
248	CharlieHebdo	#BREAKING Paris hostage-taker 'knows' one Charlie Hebdo killer: source	RUMOR
249	CharlieHebdo	French police: Hostage-taker at Paris market linked to #CharlieHebdo attack http://t.co/YfzbniZmak http://t.co/4HVVUhdG4C	RUMOR
250	CharlieHebdo	Trocadero square in Paris evacuated. Policemen pointing their gun. http://t.co/3fCXh6Sgp8 via @MelodiePeps	NON-RUMOR
251	CharlieHebdo	#LIVE: Gunman in kosher grocery store is demanding the release of suspects in #CharlieHebdo shooting: reports http://t.co/mEtZCfP9dH	RUMOR
252	CharlieHebdo	#BREAKING: Trocadero square in Paris is evacuated. Unconfirmed reports of a gunman there http://t.co/XWREHWQuxs	RUMOR
253	CharlieHebdo	UPDATE: At least 2 people have been killed in supermarket hostage situation in Paris http://t.co/yjaAYpekzs	RUMOR
254	CharlieHebdo	There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/U7DXrdPheI	RUMOR
255	CharlieHebdo	And now reports of a possible fourth shooting incident at Trocadero near Eiffel Tower. Trying to get confirmation.	RUMOR
256	CharlieHebdo	French media report the Trocadero near the Eiffel Tower in #Paris has been evacuated and police have been deployed there	NON-RUMOR
257	CharlieHebdo	Another shooting reported at the Trocadero near the Eiffel Tower (LIVE UPDATES) http://t.co/cI8cztQjE6	NON-RUMOR
258	CharlieHebdo	Trocadero, it was a fasle alert (Ministry of Interior) Via @WilliamMolinie	NON-RUMOR
259	CharlieHebdo	Paris shooters cornered in printing plant with a hostage.Brothers say they want to die as martyrs http://t.co/Yv8tO5C4Hs via @nationalpost	RUMOR
260	CharlieHebdo	At least two killed in hostage drama east of Paris #CharlieHebdo (http://t.co/W1K8gIiwXH) http://t.co/mW50uhXglC	RUMOR
261	CharlieHebdo	Armed French Police At Trocadero In Paris http://t.co/ZpJZ7M5ns3	NON-RUMOR
262	CharlieHebdo	Suspect in Montrouge killing also suspected in today's market standoff in Paris, source tells CNN affiliate BFMTV. http://t.co/7Bxdhozq4H	RUMOR
263	CharlieHebdo	"UPDATE: Security alert in Trocadero near the Eiffel Tower in Paris appears to be ""false alarm""."	NON-RUMOR
264	CharlieHebdo	And now the Trocadero. I have a very bad feeling about today	NON-RUMOR
265	CharlieHebdo	6 people believed to be hostages at Paris market, source tells BFMTV; Interior Ministry hasn't confirmed number. http://t.co/7Bxdhozq4H	RUMOR
266	CharlieHebdo	 http://t.co/aWMUyu93fj  UPDATE  692 Charlie Hebdo  Charlie Hebdo shooting: arrests made as police hunt for suspects  live updates #Cha	RUMOR
267	CharlieHebdo	The Pen vs. the Gun: @PGourevitch on the life-giving defiance of the #CharlieHebdo cartoonists http://t.co/F6alYXXjtU	NON-RUMOR
268	CharlieHebdo	We stand with #CharlieHebdo, the only French newspaper that dedicates a weekly column 2 #AnimalRights: http://t.co/o44i7F5wsM #JeSuisCharlie	NON-RUMOR
269	CharlieHebdo	We have reached peak stupid http://t.co/8XQoZ05pgZ http://t.co/pP4b9Mbaoi	NON-RUMOR
270	CharlieHebdo	"We ""are Charlie Hebdo"" in the same sense that we demanded Boko Haram bring back ""our"" girls. You know, the girls we no longer talk about."	NON-RUMOR
271	CharlieHebdo	#JeSuisCharlie. Solidarity. Freedom.	NON-RUMOR
272	CharlieHebdo	#JesuisAhmed commemorates Muslim police officer Ahmed Merabet murdered in Charlie Hebdo attack http://t.co/qfxjQMhUoN http://t.co/U1AyY3wWYY	NON-RUMOR
273	CharlieHebdo	The paper will continue because they didnt win. #CharlieHebdo vows to continue publishing http://t.co/I4mRRhzUrZ http://t.co/nAAbzqydOY	NON-RUMOR
274	CharlieHebdo	To all my friends in France/Paris.   JE SUIS CHARLIE  #JeSuisCharlie JB http://t.co/v07hiS7AyO	NON-RUMOR
275	CharlieHebdo	People worldwide are breaking out their pens to pay tribute to #CharlieHebdo shooting victims: http://t.co/wDdqaVkYev http://t.co/TtlxaVvUF8	NON-RUMOR
276	CharlieHebdo	Charlie Hebdo wasn't singling out Islam. It's target was authority, whatever its source. http://t.co/EyjpdOreZ4 via @nytopinion	NON-RUMOR
277	CharlieHebdo	Why @CNN isn't publishing the #CharlieHebdo cartoons http://t.co/b11gbLTCbm http://t.co/jQ7jyAowvW	NON-RUMOR
278	CharlieHebdo	I haven't drawn an editorial cartoon for more than a year... thought it was time to pick up my pen... #JeSuisCharlie http://t.co/8ZaQFJJ4QW	NON-RUMOR
279	CharlieHebdo	The pen has always been and will always be mightier than the sword.  #JeSuisCharlie @Charlie_Hebdo_ http://t.co/tLnZfdH97S	NON-RUMOR
280	CharlieHebdo	#diannefeinstein said this a while back. Unbelievably ignorant. #CharlieHebdo http://t.co/OaQLyq2sIY	NON-RUMOR
281	CharlieHebdo	Fact check: Muslim leaders ARE condemning the Charlie Hebdo terror attack--even though they shouldn't have to: http://t.co/GZGRiR7ojX	NON-RUMOR
282	CharlieHebdo	This Is Why I and Other Muslims Won't Apologize for the Charlie Hebdo Attacks http://t.co/DuFup9v1iH http://t.co/kSgh0NujBW	NON-RUMOR
283	CharlieHebdo	The Foreign Offices Union flag at half mast today. Our thoughts with the French people. #CharlieHebdo #JeSuisCharlie http://t.co/6KCR9GkaGB	NON-RUMOR
284	CharlieHebdo	Cartoonists fight back. #JeSuisCharlie http://t.co/vUByhnDcHw	NON-RUMOR
285	CharlieHebdo	Agence France-Presse staff line up to proclaim #JeSuisCharlie http://t.co/Kmr1QVHAZl http://t.co/BjH2Hm4OZb	NON-RUMOR
286	CharlieHebdo	'We have stories to tell. Not everyone will like them.  Stand with us.' #TellYourStory #JeSuisCharlie http://t.co/jx8We9hCgS	NON-RUMOR
287	CharlieHebdo	Kudos to Google for donating 250,000 to help Charlie Hebdo publish next week http://t.co/QnmfLssRtf	NON-RUMOR
288	CharlieHebdo	Evil rears its head again, but cartoonists will not cower. My toon: http://t.co/JkcZfsglbC #JeSuisCharlie http://t.co/Udx2XfoT3h	NON-RUMOR
289	CharlieHebdo	The attack on #CharlieHebdo led to a Twitter reaction that ranged from condemnation to support http://t.co/rChA8VxNvD http://t.co/v65Kjth7hO	NON-RUMOR
290	CharlieHebdo	Saudi Arabia condemns killings at Charlie Hebdo but calls for an international law to criminalise insults to Islam. Amazing!	NON-RUMOR
291	CharlieHebdo	Don't forget: France gave us the Statue of Liberty, our symbol of freedom. #JeSuisCharlie http://t.co/ziXLTuB6fg	NON-RUMOR
292	CharlieHebdo	"#AJEOpinion: ""Its going to get a lot worse for Frances Muslims"" #CharlieHebdo http://t.co/nuzS6Avu0A http://t.co/vW76MGytm5"	NON-RUMOR
293	CharlieHebdo	#CharlieHebdo: If we talk about war, we fall into the trap set by murderers, @robinlustig http://t.co/AwHoRooAyG http://t.co/kD7XkvUaUV	NON-RUMOR
294	CharlieHebdo	Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96	NON-RUMOR
295	CharlieHebdo	"Magnificent cartoons in response to Charlie Hebdo attack. ""He drew first"" particularly powerful http://t.co/GX2DmUBDmm #JeSuisCharlie"	NON-RUMOR
296	CharlieHebdo	The policeman killed at point blank range in #CharlieHebdo attack was Muslim. Need more proof that Terrorists have no religion?! #RIPAhmed	NON-RUMOR
297	CharlieHebdo	Have said it before, but needs saying again: Stop asking Muslims to condemn terrorism. It's bigoted and Islamophobic. http://t.co/6dzrywffN1	NON-RUMOR
298	CharlieHebdo	Charlie Hebdo Shooting &amp; The Religion Of Peace #JeSuisCharlie #IAmCharlie: http://t.co/l24GPWrTuZ via @YouTube	NON-RUMOR
299	CharlieHebdo	We mourn WWF friend and supporter Tignous, killed in yesterday's Charlie Hebdo attack in Paris. #JeSuisCharlie http://t.co/uTy1NbGHF7	NON-RUMOR
300	CharlieHebdo	And this, if you're not #CharlieHebdo saturated: http://t.co/CkGBxkIyfD	NON-RUMOR
301	CharlieHebdo	#CharlieHebdo will print 1 million copies next week http://t.co/9rN03AJrO9 http://t.co/7W21oQBHTO	NON-RUMOR
302	CharlieHebdo	Several mosques in France allegedly attacked after the #CharlieHebdo massacre: http://t.co/nAXb9CjxPw http://t.co/N04rvxa6B4	NON-RUMOR
303	CharlieHebdo	Times Now is pillorying Mani Shankar Iyer for 'backlash' remark on #CharlieHebdo.Why spare Kiran Bedi's 'provoke/poke' tweet tho?	NON-RUMOR
304	CharlieHebdo	Sarkozy on #CharlieHebdo in 2011: prefer an excess of caricature to an excess of censorship http://t.co/aQZBlwbwjJ http://t.co/JDSRgnFoft	NON-RUMOR
305	CharlieHebdo	Did this in a rush for @SkyNews before latest #CharlieHebdo media maelstrom http://t.co/EFgnTIwouk	NON-RUMOR
306	CharlieHebdo	NATO calls Russia anti-terror ally after Paris attack http://t.co/md6EqMVZ0u #CharlieHebdo http://t.co/VzHQYxNmXw	NON-RUMOR
307	CharlieHebdo	Attackers killed Charlie Hebdo's chief cartoonists where they sat before massacring nearly everyone else in the room http://t.co/3wEBkmB2f6	RUMOR
308	CharlieHebdo	How people in France view Muslims: Very positively #CharlieHebdo  http://t.co/Pkel3P5E26 http://t.co/VmgEstRnAz	NON-RUMOR
309	CharlieHebdo	The best cartoon yet about the #ParisShooting. #CharlieHebdo #JeSuisCharlie http://t.co/8GJk1mOjNu	NON-RUMOR
310	CharlieHebdo	White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo http://t.co/idMCYFtIbh	NON-RUMOR
311	CharlieHebdo	#CharlieHebdo: If we talk about war, we fall into the trap set by murderers, @robinlustig http://t.co/dbBJUkm0sR http://t.co/IqouaAdFxx	NON-RUMOR
312	CharlieHebdo	Political cartoonists are mourning #CharlieHebdo by retaliating the only way they know how. On pen and paper. http://t.co/0GLdlkk5ja	NON-RUMOR
313	CharlieHebdo	Charlie Hebdo will print 1 million copies of next issue. http://t.co/AsJqXcoKAP #JeSuisCharlie http://t.co/HzQKnNo7FC	NON-RUMOR
314	CharlieHebdo	Here are some short profiles of the four cartoonists who were killed yesterday at Charlie Hebdo: http://t.co/q0cPbnxtBz	RUMOR
315	CharlieHebdo	What 14 British Muslims think about the Charlie Hebdo attack http://t.co/LDERW9d1LN http://t.co/KiT0OduVsC	NON-RUMOR
316	CharlieHebdo	They wont kill freedom. Europe's newspapers respond to #CharlieHebdo attack http://t.co/k2qcl4QjbQ http://t.co/LcVR20LFJx	NON-RUMOR
317	CharlieHebdo	We will not be intimidated by brutal, violent attacks on our freedom #JeSuisCharlie	NON-RUMOR
318	CharlieHebdo	Obama supports 'moderate' Muslims #CharlieHebdo #Nosharia #tcot #tgdn #teaparty #PJNET #ccot #RedNationRising http://t.co/1VUhxsm5S9	NON-RUMOR
319	CharlieHebdo	A 60-second tribute to the victims of the #CharlieHebdo attack http://t.co/SNQBRuh48T http://t.co/WFYN11sijj	NON-RUMOR
320	CharlieHebdo	How can you defend anyone's rights if they chop off your head? Tolerance of intolerance is cowardice! #CharlieHebdo http://t.co/KAtF0DfVEO	NON-RUMOR
321	CharlieHebdo	So heartbroken for France...thinking of all my French friends across the sea today #JeSuisCharlie http://t.co/LkRSIyVsCC	NON-RUMOR
322	CharlieHebdo	#JeSuisCharlie in numbers http://t.co/FTkljHIEpw	NON-RUMOR
323	CharlieHebdo	Anti-terror police close in on #CharlieHebdo suspects in tiny French village http://t.co/Sj4HijDF9f http://t.co/0xwZI3uUtq	RUMOR
324	CharlieHebdo	And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie http://t.co/riVYZW5ZIh	NON-RUMOR
325	CharlieHebdo	In the wake of #CharlieHebdo attack, let's not sacrifice even more rights https://t.co/DZoVYASb9V	NON-RUMOR
326	CharlieHebdo	#BREAKING IS radio praises Charlie Hebdo attackers as 'heroes'	RUMOR
327	CharlieHebdo	I love these powerful and important images put out by artists in response to the Charlie Hebdo attack. http://t.co/ZTmKkkR5pg	NON-RUMOR
328	CharlieHebdo	Paris: @UNESCO staff in solidarity with #CharlieHebdo. Freedom of expression is a human right http://t.co/HbTz7XM55E http://t.co/M8sTeyu4s3	NON-RUMOR
329	CharlieHebdo	15 Cartoons From Artists Responding to #ParisShooting http://t.co/AZk7gGeuAb #CharlieHebdo #freespeech Please RT! http://t.co/EMlnyvBGUK	NON-RUMOR
330	CharlieHebdo	Just shameful RT Lifenews: the terrorist Attack in Paris organized by the US Intelligence  http://t.co/X5EvkYDl1U http://t.co/jAhDDk82Sa	NON-RUMOR
331	CharlieHebdo	Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq	NON-RUMOR
332	CharlieHebdo	'Stupidity will not win' - Survivors of #CharlieHebdo attack will publish new issue next week http://t.co/Nj2I6Toy2j http://t.co/GanDakkrwE	NON-RUMOR
333	CharlieHebdo	One victim killed in the attack on Charlie Hebdo was a Muslim policeman, Ahmed Merabet.	RUMOR
334	CharlieHebdo	'We must be aware that our best weapon is our unity. Nothing must divide, oppose or separate us'  Francois Hollande  #JeSuisCharlie	NON-RUMOR
335	CharlieHebdo	Muslim leaders worldwide have condemned the Charlie Hebdo attacks. But you won't learn that by watching @FoxNews. http://t.co/Io6mrpxvb3	NON-RUMOR
336	CharlieHebdo	How cartoonists around the world responded to the Charlie Hebdo attack http://t.co/alxmVb4EU0 http://t.co/9KXhtkFNZW	NON-RUMOR
337	CharlieHebdo	Who profits from killing Charlie? (Op-Edge by Pepe Escobar) #CharlieHebdo http://t.co/p0LpnuyntG http://t.co/OoTUd8R1uO	NON-RUMOR
338	CharlieHebdo	A Muslim must always be straightforward and consistent in his actions and words. #RespectForMuslims #JeSuisCharlie http://t.co/9B1fkBYDIG	NON-RUMOR
339	CharlieHebdo	Pictures From #CharlieHebdo Solidarity Vigils Across The Globe http://t.co/PwIlxlQEuD http://t.co/dgR5c4Tr6m	NON-RUMOR
340	CharlieHebdo	#JeSuisCharlie  Hey folks, enter for free paypal sums ! http://t.co/lIlT8irzFy	NON-RUMOR
341	CharlieHebdo	Funny how #KillAllChristians wasn't trending when Anders Breivak murdered 77 innocent souls.  #JeSuisCharlie http://t.co/ol8OZugnV1	NON-RUMOR
342	CharlieHebdo	Charlie Hebdo to Print 1 Million Copies in Defiance After Attack http://t.co/2kvfnSm5oI via @business	NON-RUMOR
343	CharlieHebdo	This morning in France, anti-Muslim terrorists threw 2 or 3 grenades into a mosque No injuries http://t.co/8WKHxSO92b http://t.co/LJiPciR6Hm	RUMOR
344	CharlieHebdo	The Eiffel Tower will go dark at 8 p.m. local time in Paris in remembrance of the Charlie Hebdo victims http://t.co/cfEJFkxnM8	NON-RUMOR
345	CharlieHebdo	To those who believe terror works - the Charlie Hebdo print run for next week's issue increased from its usual 60,000 copies to one million.	NON-RUMOR
346	CharlieHebdo	On the one hand Saudi denounces attack on #CharlieHebdo on other it condemns @raif_badawi to 10 years and 1000 lashes for insulting Islam!!	NON-RUMOR
347	CharlieHebdo	What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/DQXNUUydgW http://t.co/oPg60iEnZT	NON-RUMOR
348	CharlieHebdo	Cartoonists don't deserve death for artwork. But I am not #CharlieHebdo. Their racist content doesn't become courageous because ppl died.	NON-RUMOR
349	CharlieHebdo	Washington USA Seattle  http://t.co/xPvOBDBRHv #CharlieHebdo 666 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befor	NON-RUMOR
350	CharlieHebdo	Everytime a satirist is murdered, 1,000 more satirists rise up to take their place.  #JeSuisCharlie	NON-RUMOR
351	CharlieHebdo	Iran condemns #CharlieHebdo massacre?! What about this man on death row... for blogging! http://t.co/H1Kbn2AltW http://t.co/wSeuOMPtuf	NON-RUMOR
352	CharlieHebdo	Anjem Choudary on Charlie Hebdo: 'Muslims don't believe in freedom of speech' http://t.co/iw6g5YT7hO http://t.co/OlLaxvaQiZ	NON-RUMOR
353	CharlieHebdo	My favourite picture so far. #JeSuisCharlie http://t.co/87m8PF4w05	NON-RUMOR
354	CharlieHebdo	Rough news at the start of the year! http://t.co/Blqma0C4J6	NON-RUMOR
355	CharlieHebdo	Prayers and love for France #JeSuisCharlie 	NON-RUMOR
356	CharlieHebdo	How cartoonists around the world responded to the Charlie Hebdo attack http://t.co/DeDggz3YmR http://t.co/ILNuxWSmB2	NON-RUMOR
357	CharlieHebdo	The cover of next weeks issue, by Ana Juan: http://t.co/ZRpEtN1BcG  #JeSuisCharlie http://t.co/Ejl3c7wBaY	NON-RUMOR
358	CharlieHebdo	Should the media be showing the Charlie Hebdo cartoons? Our discussion  http://t.co/ZsfCsUkVq4	NON-RUMOR
359	CharlieHebdo	Congress leader Mani Shankar Aiyar justifies Charlie Hebdo killing, Twitter declares war  http://t.co/8AP7UNcA8v http://t.co/jaNYaWkQmj	NON-RUMOR
360	CharlieHebdo	The Eiffel Tower went dark Thursday evening to honor victims of #CharlieHebdo attack: http://t.co/MTOkoGt8RL http://t.co/rmEbItK2Og	NON-RUMOR
361	CharlieHebdo	Steve Bell on the Charlie Hebdo attackers  cartoon http://t.co/OkFs66mAmX http://t.co/jDclFGrzXD	NON-RUMOR
362	CharlieHebdo	 http://t.co/pPmyRFcU8h 55 Why was Charlie Hebdo magazine targeted in the Paris shooting? #CharlieHebdo In February http://t.co/6ZRAsHZL0Q	NON-RUMOR
363	CharlieHebdo	FYI - the cop was Muslim! RIP Ahmed Merabet. Blame TERROR, not Islam! #JeSuisCharlie #CharlieHebdo http://t.co/AMItVYwGlI	NON-RUMOR
364	CharlieHebdo	"State surveillance of emails will prevent a #CharlieHebdo atrocity. - But France already has email surveillance. ""Let's have it anyway."""	NON-RUMOR
365	CharlieHebdo	THIS: RT @LatuffCartoons: let's talk seriously about #CharlieHebdo &amp; Western double standard on freedom of speech http://t.co/r7zBacbndM	NON-RUMOR
366	CharlieHebdo	This is a terrorist, this is a Muslim: French envoys #CharlieHebdo @twitter photo goes viral http://t.co/Eq0zDMEHEA http://t.co/NWS09tFi8k	NON-RUMOR
367	CharlieHebdo	"Bill Maher: ""Hundreds of millions"" of Muslims ""support attacks like this"" http://t.co/Tb1lS1uqKA #CharlieHebdo http://t.co/0ZCduOwpJl"	NON-RUMOR
368	CharlieHebdo	New York Times Square #JeSuisCharlie http://t.co/QneXYbY0Bt	NON-RUMOR
369	CharlieHebdo	Couple of go-arounds at CDG. Unknown if weather related or any connection to #CharlieHebdo shooting 5 km from airport http://t.co/TsUCRotwNK	NON-RUMOR
370	CharlieHebdo	Boko Haram killed 2000 people in Baga over a period of 5 days. No, that won't make news like #CharlieHebdo because this is Africa lad.	NON-RUMOR
371	CharlieHebdo	I know a guy that feels really weird hearing all this media fountain about European freedom of speech. #CharlieHebdo http://t.co/1IqtP6jE9M	NON-RUMOR
372	CharlieHebdo	UnReal Toon: #CharlieHebdo's cartoonists in great demand  (via @sagarcartoonist, with @ajayendar) http://t.co/KKF0DgCnL4	NON-RUMOR
373	CharlieHebdo	I say the following as an atheist.  I'm sick &amp; tired of double standard #Muslims face. #CharlieHebdo #JeSuisCharlie http://t.co/kpMtzthr9I	NON-RUMOR
374	CharlieHebdo	Charlie Hebdo: We ignored the threat from within our own societies, says @Nigel_Farage http://t.co/bYPrEBoP15 http://t.co/mLSh5vdJ5Y	NON-RUMOR
375	CharlieHebdo	Charlie Hebdo cartoonist Wolinskis daughter: I dont think you can kill ideas http://t.co/7nWOgz3zs1	NON-RUMOR
376	CharlieHebdo	Why #CharlieHebdo attack outrages me yet I won't publish its cartoons. Why I'd defend #PK but ask MF Husain questions http://t.co/2s4nugBYq7	NON-RUMOR
377	CharlieHebdo	"Apple, the ""Je suis Charlie"" banner on your french site is pointless: host Charlie Hebdo on your kiosk for free _NOW_ And stop censorship."	NON-RUMOR
378	CharlieHebdo	In case you are confused#CharlieHebdo @lucasofri  (via @disinformatico) http://t.co/Dme3G2FLkJ	NON-RUMOR
379	CharlieHebdo	An estimated 6000 Jews left France last year and the international media paid no heed: http://t.co/IzKjXRsyJd	NON-RUMOR
380	CharlieHebdo	Why there's tension between France and its Muslim population http://t.co/FVPFa8TQXf #CharlieHebdo	NON-RUMOR
381	CharlieHebdo	A powerful @NewYorker front cover : #CharlieHebdo http://t.co/kPSyaXloH2	NON-RUMOR
382	CharlieHebdo	Did they draw cartoons? #JeSuisCharlie RT @Leandriii: Why no outrage for the 100s of people Boko Haram wiped out yesterday?	NON-RUMOR
383	CharlieHebdo	They should stop making attacks they are giving a bad image to Islam #CharlieHebdo http://t.co/S6gj7aAoYc	NON-RUMOR
384	CharlieHebdo	RT @Yair_Rosenberg: Um, the International Business Times is running a piece blaming #CharlieHebdo attack on Israel http://t.co/2ndLXiupSP h	NON-RUMOR
385	CharlieHebdo	"Arsene Wenger: ""To think in a country like France you can die for your ideas is absolutely shocking."" #JeSuisCharlie"	NON-RUMOR
386	CharlieHebdo	A while ago, I Tweeted this #CharlieHebdo cover mocking the British. I don't remember anyone threatening violence. http://t.co/28Z2jmTV5I	NON-RUMOR
387	CharlieHebdo	So all you #JeSuisCharlie sheep, you make me sick, condemn the killings but don't make heroes and martyrs out of the racist idiots.	NON-RUMOR
388	CharlieHebdo	48 hrs, &amp; Paris makes #CharlieHebdo honorary citizen. 20 mths &amp; our craven elites wont even name a Lee Rigby memoral for fear of offence.	NON-RUMOR
389	CharlieHebdo	In case you are confused. Check who's the terrorist and who's the #Muslim. #JeSuisCharlie #JeSuisAhmed http://t.co/WSq17Z1TQb	NON-RUMOR
390	CharlieHebdo	From Paris to #Peshawar: Answer with #HumanRights. http://t.co/mXGHOTro2L #CharlieHebdo	NON-RUMOR
391	CharlieHebdo	Hundreds of massacres committed daily against muslims in Burma and nobody says a word #CharlieHebdo #JeSuisCharlie http://t.co/r2qkysjVDw	NON-RUMOR
392	CharlieHebdo	Stop today's flogging of @raif_badawi @UKinSaudiArabia. You Can't 'condemn' Charlie hebdo attack yet flog/imprison freethinkers! #FreeRaif	NON-RUMOR
393	CharlieHebdo	Analysis: The story of the police officer killed in the #CharlieHebdo attack is no longer in the headlines - why? | http://t.co/kpQmgkbjhg	NON-RUMOR
394	CharlieHebdo	While the West fought foreign wars, we ignored the threat from within our own societies says @Nigel_Farage  http://t.co/cJ8lyelD5U	NON-RUMOR
395	CharlieHebdo	 http://t.co/girzJM1zS7 Charlie Hebdo has had a long tradition of disrespect and provocation #CharlieHebdo 623 http://t.co/YYY4nxbgaZ	NON-RUMOR
396	CharlieHebdo	The Algerian Muslim editor - killed in the #CharlieHebdo attack - nobody knows about: Moustapha Ourrad. #JeSuisMuslim http://t.co/NizgHAxpsL	NON-RUMOR
397	CharlieHebdo	After the awful attack on #CharlieHebdo, France should set example of tolerance, protect Muslims from reprisals http://t.co/aV3l4SLt7H	NON-RUMOR
398	CharlieHebdo	French police asking media to not broadcast live images at scene of Paris hostage situation so police locations are not revealed. (@BNONews)	NON-RUMOR
399	CharlieHebdo	More than 80,000 police officers are involved in search for #CharlieHebdo suspects Cherif and Said Kouachi. http://t.co/qB4b5cKvPg	RUMOR
400	CharlieHebdo	9/11 attacks, London 7/7 bombings, Madrid, Boston Marathon, Fort Hood, Paris, Oklahoma Beheading... but we're not supposed 2 question Islam?	NON-RUMOR
401	CharlieHebdo	The Prophet PBUH never killed anyone for blasphemy. There is no justification is #Islam for #CharlieHebdo murders. Trend #MuslimsForPeace	NON-RUMOR
402	CharlieHebdo	Journalists in Beijing gather for #JeSuisCharlie photo. Police are not pleased http://t.co/JzgjhtaD88 (AFP) http://t.co/RKBmlSDygM	NON-RUMOR
403	CharlieHebdo	"The irony, it hurts. Apple, who repeatedly censored #CharlieHebdo on its platforms, is now claiming ""to be Charlie"" http://t.co/b1duzbndzQ"	NON-RUMOR
404	CharlieHebdo	#CharlieHebdo journalists inside dammartin asked to avoid filming police positions to not alert suspects where they are.	NON-RUMOR
405	CharlieHebdo	#CharlieHebdo on Jazeera : Double standard of freedom of expression http://t.co/gVjlX2NpAd	NON-RUMOR
